timegap,MoyEntrop,stdEntrop,minEntrop,maxEntrop,MoyEntropPDMP,stdEntropPDMP,minEntropPDMP,maxEntropPDMP
30,3.8690766179211904,0.25199448047085754,3.417233888621475,5.259186863074917,0.15539143311204512,0.04271470777003345,0.09115620948522278,0.28965708633042553
35,3.8090345096883804,0.296184990766344,3.1849081739162886,5.5490483460023405,0.150780842660303,0.04533195562040337,0.08829385916223462,0.2919893117649891
40,3.7827544854086033,0.258440168767549,3.2212004999400707,4.552621644789218,0.15883421459176653,0.04765577997536413,0.08811840738457276,0.3060259874228538
45,3.6843299193865704,0.22501073082939507,3.0064454938017815,4.655067803225229,0.1523644248513557,0.04035754958393812,0.09079684944606387,0.3053505034162609
50,3.6438095944572906,0.29937590446340495,2.866956386066186,5.112206537783917,0.15594465128951782,0.04886348338689562,0.07178683753929666,0.3097622408588789
55,3.586232221757341,0.28733328684618487,2.8943760948338433,5.357603445176426,0.15870963237010324,0.07798958022059838,0.08243142798672475,0.8140018589465478
60,3.5181824009925053,0.3049075406608483,2.933746832039119,5.852653487620163,0.15156971183598686,0.03670948092188789,0.07813406976097893,0.2453135069139662
65,3.418517268137364,0.23825770528439058,2.887715033071325,4.138884225648485,0.14360067497142565,0.038818224718820855,0.07773858764356424,0.2823935410424401
