timegap,MoyEntrop,stdEntrop,MoyEntropPDMP,stdEntropPDMP,MoyFrobenius,stdFrobenius,MoyTV,stdTV,MoyJS,stdJS,MoyFrobenius_PDMP,stdFrobenius_PDMP,MoyTV_PDMP,stdTV_PDMP,MoyJS_PDMP,stdJS_PDMP
0.3,4.325602396563308,1.295021655607176,0.21275099979452622,0.0648351118089593,0.08909295643547234,0.0019196617536784849,0.9349028476178834,0.013665111943941401,0.47718025994823493,0.036288423806421985,0.007458300236992591,0.0011933693456098466,0.26035990373960505,0.04523103557973009,0.0577374896560492,0.017192781538592775
0.35,4.1308033989120645,0.7404441754754669,0.1726157467752701,0.054048850519733085,0.09047021740099613,0.0017628738768943404,0.9424597953253278,0.011768610922300212,0.5065427235477052,0.03555264820479929,0.0064875176874854635,0.0010727210539922994,0.2336154484728836,0.03968694476003575,0.04687112008905459,0.01462051452436979
0.4,4.060690553621624,0.4122380052289105,0.16533921922990052,0.052284626043985684,0.09137707340756673,0.001853169441249552,0.9470784978823898,0.014288507854745829,0.5195268875363841,0.03513700896393665,0.0062967379334997065,0.001112026434027192,0.22687680335218302,0.03816044499642687,0.044945049695834884,0.014175255343431996
0.45,4.055258580511696,0.45449119139533095,0.14796705173545427,0.051767412671784405,0.09141496359199346,0.0018426104397101135,0.9499882296739822,0.01029420682954896,0.5421237613387602,0.035767581815698286,0.005881606214896445,0.0011436949043834475,0.21265106620996854,0.039478759507224265,0.040237217537076965,0.01416778974514581
0.5,4.113658470152967,0.2321442497213483,0.1380873653679383,0.04305309805736647,0.09234727816298799,0.0019417167127228465,0.956522708058465,0.009971325958284889,0.5585926044173617,0.028354136538862797,0.005734982962780515,0.0010452508465718625,0.20302713671790967,0.03360903218157475,0.03781726640885579,0.012029247839067982
0.55,4.092592508639995,0.18791524483295372,0.12703216534355455,0.038164630937504926,0.09250938490631472,0.0018799377842162932,0.9585944289431122,0.008033487524317571,0.5738122110157896,0.025071006820414982,0.005499624040584024,0.0009732185511258282,0.19313175448708475,0.03123614787911031,0.034936302253484375,0.010659581252081145
0.6,4.069319903670546,0.1693597665663772,0.1227453956735857,0.039293690386397885,0.09204281798055307,0.002083413159431134,0.9587286018734038,0.007289607279480605,0.5817834898343741,0.021402633001427945,0.005322804446434146,0.0009132871596982577,0.18832092775719558,0.032821734414673835,0.033920147511673125,0.011095247280092146
0.65,4.100013926643904,0.17289181986151336,0.10953269536310822,0.03469625216232207,0.09229794863646189,0.002179525511154403,0.9622917812527608,0.006539229517805727,0.5968169902617031,0.018382419673495815,0.005003258861339198,0.000798482305818082,0.17726453406894255,0.03031550274439442,0.030289597845974545,0.009905661930817126
