nbcell,MoyEntrop,stdEntrop,minEntrop,maxEntrop,MoyEntropPDMP,stdEntropPDMP,minEntropPDMP,maxEntropPDMP
25,2.671432879357637,0.3749280322143939,2.102556333148285,4.0889555904320565,0.23051555403216845,0.1311148247770145,0.0879285922802276,0.6817571212079726
64,3.6179332268984994,0.17267876898038875,3.2164353665611576,4.0129649251183395,0.16968858700584183,0.0648663679706201,0.07177850322061007,0.3431506380583262
100,4.11367366210962,0.40863331800118763,3.679174105453736,5.775981008551119,0.13411850423210575,0.039403619106465476,0.08546097828917587,0.22712688265463676
144,4.40309490888209,0.22717141170573665,4.036447796864171,5.077394007961542,0.11473139516372846,0.030937181487808323,0.0787223338739088,0.21388941944757722
256,4.869055114098018,0.18381562055070683,4.598574857115687,5.419041167626125,0.1049272706421128,0.022934523999311625,0.07346681977237608,0.16622149964442998
400,5.226861760837347,0.18429481068058562,4.908732189854996,5.642828142719183,0.09553060037152646,0.016273942369117833,0.07274085724496243,0.1536755431659916
