timegap,MoyEntropDK,stdEntropDK,minEntropDK,maxEntropDK,MoyEntropKK,stdEntropKK,minEntropKK,maxEntropKK,MoyEntropPK,stdEntropPK,minEntropPK,maxEntropPK
0.2,1.7767802025342863,0.08810503926972649,1.6200454778270825,2.0489714003864226,0.24414460088458348,0.03202620319505312,0.18409967210807485,0.3370365992016135,0.8296864876875303,0.08826122874443675,0.5980561814686384,1.0619564926402678
0.3,1.4896778180991164,0.08237795433161349,1.2427338251532838,1.6526018755157073,0.2415924572045086,0.0379243263662273,0.1638993733081146,0.3063022808634323,0.5453711103646369,0.06932737134332953,0.39333773685433326,0.6736581514593295
0.4,1.2888089991933278,0.06669920351222107,1.1552954068924959,1.4432539234641917,0.24159434039554972,0.033410694111056585,0.18195780761439628,0.3153025907470821,0.38167520791429255,0.04952237424111429,0.27091038302550624,0.5105377162021567
0.5,1.2024188330026808,0.08105860746120092,1.0235865938425763,1.3367954640973216,0.2371852163747831,0.038555293635796496,0.1611213520869492,0.3466304916145784,0.292390294981829,0.04870978484808527,0.19221416021257995,0.38451692718510816
