timegap,MoyEntropGRN1,stdEntropGRN1,minGRN1,maxGRN1,MoyEntropGRN2,stdEntropGRN2,minGRN2,maxGRN2,MoyEntropGRN3,stdEntropGRN3,minGRN3,maxGRN3,MoyEntropGRN4,stdEntropGRN4,minGRN4,maxGRN4,MoyEntropGRN5,stdEntropGRN5,minGRN5,maxGRN5
30,4.057116148821924,1.0914701941837792,3.3153001949787555,9.987927611594374,4.529274114983949,2.2813979710731713,3.2744401194178065,20.79136822619619,3.9916795983397475,1.2798139085032945,3.2904743217431247,14.674244255027407,3.734955138055988,0.17122579674207855,3.3100262501989217,4.163303720816698,3.7495683573518024,0.17622261709174306,3.3266722582759884,4.307995350117743
35,4.040365094394631,0.8624013915415552,3.3597834354938154,10.447062550595131,4.2105638572976885,0.5728463889909056,3.583260691903033,7.114941641973683,3.9479592557796446,0.41046327729526366,3.3645035002095356,6.376404994381598,3.8699569682787143,0.17981908282747744,3.399705219075369,4.261588432221915,3.864361249062585,0.1939133860634256,3.3190782651228514,4.413890767902535
40,3.931866896308951,0.2791843347667155,3.5798810471645486,5.747853703561185,4.179535054165547,0.43146428224268757,3.6574463180656704,6.316873438277076,3.9765788032750664,0.21217791430069863,3.152809635560779,4.7657841718139675,4.013106072871043,0.1813321900052135,3.5865974132766842,4.374122949492114,3.963736373122487,0.196189832497479,3.4474459452827184,4.907266640353876
45,4.1191475309827315,0.4805938303827538,3.5538824204506376,7.076883929628146,4.239766970488285,0.4562628806392816,3.7466308116029294,7.04515248611544,4.055703624767222,0.2417016195427242,3.597102846918759,5.050012971068033,4.071707099785502,0.1798164525068336,3.507813410636689,4.620109125268334,4.1382539910872875,0.3390708164332553,3.636331421451844,6.9323160256306275
50,4.046956548397376,0.20405603692634153,3.7109787028821537,4.824672605774298,4.173047418872973,0.25961215768010637,3.758562114562192,4.940254335010753,4.130964491926065,0.19832937126095004,3.800033613233368,5.145904634282734,4.156911164203024,0.1619483468628951,3.61705979597412,4.726168946450053,4.1802658024907915,0.34328199248366836,3.3999006365682587,6.997846672552106
55,4.142527767548943,0.25273127243143495,3.6783104678435334,5.256620160094266,4.142630781941848,0.2922622299459063,3.6289547086410385,5.462605053485026,4.184675764906063,0.17492828554884723,3.84937268691672,4.836401786380811,4.233603191326651,0.1713182805913602,3.8419940538755495,4.888021958718856,4.218361220346271,0.18363082455096771,3.465514682170023,4.843694433768447
60,4.143987274585097,0.33067954211727835,3.6068301788770505,6.068644882399393,4.118212424645716,0.2508475325896885,3.6161981384401964,5.136440529693618,4.198563023143822,0.24540046454230746,3.7217698781008557,5.336947198361461,4.288533067214144,0.20573526819390334,3.8359332126565766,5.2871872535437285,4.24899651373821,0.16174368239087486,3.8091082465185733,4.825871027418949
65,4.120013657911403,0.21522038248733372,3.751171430733316,4.879025822372025,4.082915633543065,0.19666479835460804,3.6551947920287935,4.688118383749744,4.214386793694846,0.1986537279455827,3.8199371211167703,4.928044892994753,4.340242693506724,0.1732850589814216,3.8270133450124715,4.913088415546916,4.32265385772481,0.19589867267061653,3.8184827987991454,5.656360662608132
